comparison,version,true_apis,false_apis,napps,keywords
<=,4,"",android.widget.TextView.setInputType(I)V&android.app.Activity.findViewById(I)Landroid/view/View;,1,"Fix up some things. I've made Android Studio less likely to scream at you.  (among: 2, score: 0.001184834123222749) |||  (among: 2, score: 1.0e-08) ||| "
<=,4,android.content.Intent.<init>(Ljava/lang/String;)V&android.content.ContextWrapper.getPackageManager()Landroid/content/pm/PackageManager;&android.content.pm.PackageManager.resolveActivity(Landroid/content/Intent;I)Landroid/content/pm/ResolveInfo;&android.app.Activity.finish()V&android.content.ContextWrapper.getPackageName()Ljava/lang/String;&android.view.KeyEvent.getRepeatCount()I&android.content.Intent.addCategory(Ljava/lang/String;)Landroid/content/Intent;,"",1,"finish on back-press only if we are not the default browser  (among: 2, score: 1.0) |||  (among: 2, score: 1.0e-08) ||| "
!=,17,"",android.support.v4.widget.ExploreByTouchHelper.getAccessibilityNodeProvider(Landroid/view/View;)Landroid/support/v4/view/accessibility/AccessibilityNodeProviderCompat;&android.support.v4.widget.ExploreByTouchHelper.getFocusedVirtualView()I&android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction(IILandroid/os/Bundle;)Z,4,"Manually add ""namespace"" branch from BetterPickers Fork (https://github.com/DDRBoxman/android-betterpickers) that fixes namespace conflicts with new AppCompat v7 21.0.0 as a new module. It will be updated as soon as it becomes available as Gradle dependency.  (among: 3, score: 0.0034602076124567475) ||| Add fields reminder_hour and reminder_min to habits  (among: 3, score: 0.01694915254237288) |||  (among: 3, score: 1.0e-08) ||| "
!=,17,"",android.graphics.BitmapFactory.decodeByteArray([BIILandroid/graphics/BitmapFactory$Options;)Landroid/graphics/Bitmap;&android.graphics.BitmapFactory$Options.<init>()V&android.util.Base64.decode(Ljava/lang/String;I)[B,2, ||| 
!=,17,android.graphics.Canvas.isHardwareAccelerated()Z,"",1, ||| 
!=,17,android.graphics.Canvas.drawRect(Landroid/graphics/Rect;Landroid/graphics/Paint;)V&android.graphics.Canvas.clipPath(Landroid/graphics/Path;Landroid/graphics/Region$Op;)Z,android.graphics.Canvas.getHeight()I&android.graphics.Canvas.getWidth()I&android.graphics.Canvas.drawRect(FFFFLandroid/graphics/Paint;)V,1, ||| 
<=,12,android.view.ViewGroup.getChildAt(I)Landroid/view/View;&android.content.res.Resources.getDisplayMetrics()Landroid/util/DisplayMetrics;&android.support.v4.app.Fragment.getActivity()Landroid/support/v4/app/FragmentActivity;&android.view.View.setVisibility(I)V&android.app.Activity.getWindowManager()Landroid/view/WindowManager;&android.util.DisplayMetrics.<init>()V&android.view.WindowManager.getDefaultDisplay()Landroid/view/Display;&android.view.Display.getMetrics(Landroid/util/DisplayMetrics;)V&android.support.v4.app.Fragment.getResources()Landroid/content/res/Resources;,android.view.ViewGroup.getChildAt(I)Landroid/view/View;&android.view.View.setVisibility(I)V&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;,2,"Manually add ""namespace"" branch from BetterPickers Fork (https://github.com/DDRBoxman/android-betterpickers) that fixes namespace conflicts with new AppCompat v7 21.0.0 as a new module. It will be updated as soon as it becomes available as Gradle dependency.  (among: 2, score: 0.0034602076124567475) |||  (among: 2, score: 1.0e-08) ||| "
<=,12,"",android.view.View.getContext()Landroid/content/Context;&android.view.ViewConfiguration.get(Landroid/content/Context;)Landroid/view/ViewConfiguration;&android.view.ViewConfiguration.getScaledMinimumFlingVelocity()I&android.view.ViewConfiguration.getScaledTouchSlop()I&android.view.ViewConfiguration.getScaledMaximumFlingVelocity()I&android.view.View.setOnTouchListener(Landroid/view/View$OnTouchListener;)V&android.content.res.Resources.getInteger(I)I&android.content.Context.getResources()Landroid/content/res/Resources;,1, ||| 
<=,12,"",android.view.Display.getRectSize(Landroid/graphics/Rect;)V&android.graphics.Rect.height()I&android.graphics.Rect.width()I&android.graphics.Rect.<init>()V&android.view.Display.getDisplayId()I,1, ||| 
<=,12,"",android.view.Display.getSize(Landroid/graphics/Point;)V&android.graphics.Point.<init>()V&android.view.Display.getDisplayId()I,1, ||| 
<=,12,android.view.View.setVisibility(I)V,android.view.ViewPropertyAnimator.setDuration(J)Landroid/view/ViewPropertyAnimator;&android.support.v7.app.AppCompatActivity.getResources()Landroid/content/res/Resources;&android.view.View.animate()Landroid/view/ViewPropertyAnimator;&android.view.ViewPropertyAnimator.alpha(F)Landroid/view/ViewPropertyAnimator;&android.view.ViewPropertyAnimator.setListener(Landroid/animation/Animator$AnimatorListener;)Landroid/view/ViewPropertyAnimator;&android.animation.AnimatorListenerAdapter.<init>()V&android.view.View.setVisibility(I)V&android.content.res.Resources.getInteger(I)I,6,"Add final for parameters and local variables.  (among: 5, score: 0.02564102564102564) ||| Package renamed  (among: 5, score: 0.014084507042253521) ||| Publish many sources as AGPLv3. Also set Android 5.0 compat  (among: 5, score: 0.09090909090909091) |||  (among: 5, score: 1.0e-08) ||| "
<=,12,"",android.view.Display.getRectSize(Landroid/graphics/Rect;)V&android.graphics.Rect.height()I&android.graphics.Rect.width()I&android.graphics.Rect.<init>()V&org.json.JSONObject.put(Ljava/lang/String;Ljava/lang/Object;)Lorg/json/JSONObject;&org.json.JSONArray.<init>(Ljava/util/Collection;)V,1, ||| 
<=,12,"",android.view.Display.getSize(Landroid/graphics/Point;)V&android.graphics.Point.<init>()V&org.json.JSONObject.put(Ljava/lang/String;Ljava/lang/Object;)Lorg/json/JSONObject;&org.json.JSONArray.<init>(Ljava/util/Collection;)V,1, ||| 
<=,12,android.view.View.clearAnimation()V,"",1, ||| 
<=,12,android.view.Display.getHeight()I,android.view.Display.getSize(Landroid/graphics/Point;)V,4, ||| 
<=,12,android.view.Display.getWidth()I&android.view.Display.getHeight()I,android.view.Display.getSize(Landroid/graphics/Point;)V,8, ||| 
<=,12,android.view.Display.getWidth()I,android.view.Display.getSize(Landroid/graphics/Point;)V,4, ||| 
<=,12,android.view.Display.getWidth()I&android.view.Display.getHeight()I&android.graphics.Point.set(II)V,android.view.Display.getSize(Landroid/graphics/Point;)V,6, ||| 
<=,12,android.content.res.Resources.getIdentifier(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)I&android.content.res.Resources.getDimensionPixelSize(I)I,android.content.res.Resources.getIdentifier(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)I&android.content.res.Resources.getDimensionPixelSize(I)I&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;,1, ||| 
<=,12,android.content.res.Resources.getDisplayMetrics()Landroid/util/DisplayMetrics;&android.content.Context.getResources()Landroid/content/res/Resources;,android.content.res.Resources.getInteger(I)I&android.content.Context.getResources()Landroid/content/res/Resources;,1, ||| 
<=,12,"",android.view.View.getResources()Landroid/content/res/Resources;&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;,1, ||| 
<=,12,android.view.View.getContext()Landroid/content/Context;,android.util.ArrayMap.values()Ljava/util/Collection;&android.content.Intent.putExtra(Ljava/lang/String;Landroid/os/Parcelable;)Landroid/content/Intent;&android.content.Intent.<init>(Ljava/lang/String;)V&android.util.ArrayMap.keySet()Ljava/util/Set;,2, ||| 
<=,12,"",android.content.pm.PackageManager.hasSystemFeature(Ljava/lang/String;)Z&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;&android.content.pm.PackageManager.getSystemSharedLibraryNames()[Ljava/lang/String;&android.app.UiModeManager.getCurrentModeType()I,1, ||| 
<=,12,android.content.res.Resources.getSystem()Landroid/content/res/Resources;&android.content.res.Resources.getDisplayMetrics()Landroid/util/DisplayMetrics;&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;&android.content.Context.getResources()Landroid/content/res/Resources;,"",1,"v2.6.1  (among: 2, score: 0.003215434083601286) |||  (among: 2, score: 1.0e-08) ||| "
<=,12,"",android.content.SharedPreferences$Editor.remove(Ljava/lang/String;)Landroid/content/SharedPreferences$Editor;&android.content.SharedPreferences$Editor.commit()Z&android.content.SharedPreferences.edit()Landroid/content/SharedPreferences$Editor;,1, ||| 
<=,12,"",android.preference.PreferenceGroup.removePreference(Landroid/preference/Preference;)Z,1, ||| 
<=,12,android.os.AsyncTask.execute([Ljava/lang/Object;)Landroid/os/AsyncTask;,android.os.AsyncTask.executeOnExecutor(Ljava/util/concurrent/Executor;[Ljava/lang/Object;)Landroid/os/AsyncTask;,2, ||| 
<=,12,android.view.Display.getWidth()I&android.view.Display.getHeight()I&android.view.WindowManager.getDefaultDisplay()Landroid/view/Display;,android.graphics.Point.<init>()V&android.view.Display.getRealSize(Landroid/graphics/Point;)V&android.view.WindowManager.getDefaultDisplay()Landroid/view/Display;,1, ||| 
<=,12,android.graphics.Bitmap.getRowBytes()I&android.graphics.Bitmap.getHeight()I,android.graphics.Bitmap.getByteCount()I,1, ||| 
<=,12,android.graphics.BitmapFactory.decodeFile(Ljava/lang/String;Landroid/graphics/BitmapFactory$Options;)Landroid/graphics/Bitmap;&android.graphics.Point.<init>()V&android.util.DisplayMetrics.<init>()V&android.view.WindowManager.getDefaultDisplay()Landroid/view/Display;&android.graphics.BitmapFactory$Options.<init>()V&android.view.Display.getMetrics(Landroid/util/DisplayMetrics;)V,"",1, ||| 
<=,12,android.view.Display.getWidth()I&android.view.Display.getHeight()I&android.graphics.Point.set(II)V,android.graphics.Point.set(II)V,1,"fix detecting full screen  (among: 2, score: 0.3333333333333333) |||  (among: 2, score: 1.0e-08) ||| "
<=,16,android.view.View.getPaddingTop()I&android.view.View.getPaddingLeft()I&android.view.View.getPaddingRight()I&android.view.View.getPaddingBottom()I&android.widget.TextView.setPadding(IIII)V,android.view.View.getPaddingTop()I&android.view.View.getPaddingStart()I&android.widget.TextView.setPaddingRelative(IIII)V&android.view.View.getPaddingEnd()I&android.view.View.getPaddingBottom()I,2, ||| 
<=,16,"",android.app.Fragment.getParentFragment()Landroid/app/Fragment;,5, ||| 
<=,16,"",android.app.Activity.isDestroyed()Z,4, ||| 
<=,16,android.support.v4.app.Fragment.<init>()V&android.content.pm.PackageManager.getApplicationInfo(Ljava/lang/String;I)Landroid/content/pm/ApplicationInfo;&android.os.BaseBundle.get(Ljava/lang/String;)Ljava/lang/Object;&android.os.Looper.myLooper()Landroid/os/Looper;&android.content.res.Resources.getDisplayMetrics()Landroid/util/DisplayMetrics;&android.app.FragmentManager.beginTransaction()Landroid/app/FragmentTransaction;&android.content.Context.getPackageName()Ljava/lang/String;&android.app.FragmentTransaction.commitAllowingStateLoss()I&android.support.v4.app.FragmentActivity.getSupportFragmentManager()Landroid/support/v4/app/FragmentManager;&android.os.Handler.<init>(Landroid/os/Looper;Landroid/os/Handler$Callback;)V&android.app.FragmentManager.findFragmentByTag(Ljava/lang/String;)Landroid/app/Fragment;&android.app.ActivityManager.isLowRamDevice()Z&android.os.Handler.post(Ljava/lang/Runnable;)Z&android.content.Context.checkCallingOrSelfPermission(Ljava/lang/String;)I&android.app.Activity.isDestroyed()Z&android.support.v4.app.FragmentTransaction.add(Landroid/support/v4/app/Fragment;Ljava/lang/String;)Landroid/support/v4/app/FragmentTransaction;&android.content.Context.getApplicationContext()Landroid/content/Context;&android.app.Fragment.getActivity()Landroid/app/Activity;&android.app.Fragment.<init>()V&android.content.ContextWrapper.getBaseContext()Landroid/content/Context;&android.support.v4.app.FragmentManager.findFragmentByTag(Ljava/lang/String;)Landroid/support/v4/app/Fragment;&android.os.BaseBundle.keySet()Ljava/util/Set;&android.content.BroadcastReceiver.<init>()V&android.os.Handler.<init>(Landroid/os/Looper;)V&android.app.ActivityManager.getMemoryClass()I&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;&android.graphics.Bitmap$Config.values()[Landroid/graphics/Bitmap$Config;&android.content.Context.getResources()Landroid/content/res/Resources;&android.content.ContextWrapper.getApplicationContext()Landroid/content/Context;&android.text.format.Formatter.formatFileSize(Landroid/content/Context;J)Ljava/lang/String;&android.support.v4.app.FragmentTransaction.commitAllowingStateLoss()I&android.os.Looper.getMainLooper()Landroid/os/Looper;&android.os.Message.sendToTarget()V&android.app.Activity.getFragmentManager()Landroid/app/FragmentManager;&android.app.FragmentTransaction.add(Landroid/app/Fragment;Ljava/lang/String;)Landroid/app/FragmentTransaction;&android.support.v4.app.FragmentManager.beginTransaction()Landroid/support/v4/app/FragmentTransaction;&android.os.Handler.obtainMessage(ILjava/lang/Object;)Landroid/os/Message;,android.content.pm.PackageManager.getApplicationInfo(Ljava/lang/String;I)Landroid/content/pm/ApplicationInfo;&android.os.BaseBundle.get(Ljava/lang/String;)Ljava/lang/Object;&android.content.res.Resources.getDisplayMetrics()Landroid/util/DisplayMetrics;&android.os.Looper.myLooper()Landroid/os/Looper;&android.app.FragmentManager.beginTransaction()Landroid/app/FragmentTransaction;&android.app.FragmentTransaction.commitAllowingStateLoss()I&android.content.Context.getPackageName()Ljava/lang/String;&android.app.FragmentManager.findFragmentByTag(Ljava/lang/String;)Landroid/app/Fragment;&android.os.Handler.<init>(Landroid/os/Looper;Landroid/os/Handler$Callback;)V&android.app.ActivityManager.isLowRamDevice()Z&android.os.Handler.post(Ljava/lang/Runnable;)Z&android.content.Context.checkCallingOrSelfPermission(Ljava/lang/String;)I&android.content.Context.getApplicationContext()Landroid/content/Context;&android.app.Fragment.getActivity()Landroid/app/Activity;&android.app.Fragment.<init>()V&android.os.BaseBundle.keySet()Ljava/util/Set;&android.content.BroadcastReceiver.<init>()V&android.os.Handler.<init>(Landroid/os/Looper;)V&android.app.ActivityManager.getMemoryClass()I&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;&android.graphics.Bitmap$Config.values()[Landroid/graphics/Bitmap$Config;&android.content.Context.getResources()Landroid/content/res/Resources;&android.text.format.Formatter.formatFileSize(Landroid/content/Context;J)Ljava/lang/String;&android.os.Message.sendToTarget()V&android.os.Looper.getMainLooper()Landroid/os/Looper;&android.app.FragmentTransaction.add(Landroid/app/Fragment;Ljava/lang/String;)Landroid/app/FragmentTransaction;&android.app.Fragment.getChildFragmentManager()Landroid/app/FragmentManager;&android.os.Handler.obtainMessage(ILjava/lang/Object;)Landroid/os/Message;,1, ||| 
<=,16,android.app.FragmentManager.beginTransaction()Landroid/app/FragmentTransaction;&android.app.FragmentTransaction.commitAllowingStateLoss()I&android.app.FragmentTransaction.remove(Landroid/app/Fragment;)Landroid/app/FragmentTransaction;,android.app.FragmentManager.beginTransaction()Landroid/app/FragmentTransaction;&android.app.FragmentTransaction.commitAllowingStateLoss()I&android.app.FragmentManager.isDestroyed()Z&android.app.FragmentTransaction.remove(Landroid/app/Fragment;)Landroid/app/FragmentTransaction;,1,"messageview: retain MessageCryptoHelper over configuration changes  (among: 2, score: 0.3333333333333333) |||  (among: 2, score: 1.0e-08) ||| "
<=,16,"",android.net.SSLCertificateSocketFactory.setHostname(Ljava/net/Socket;Ljava/lang/String;)V,8,"TPB is dead... long live Old Pirate Bay? At least it works for now. Also updating the SSL handling to use a proper SSL layer where possible.  (among: 5, score: 0.09090909090909091) ||| Added RARBG adapter via their awesome torrenapi. Fixes #25.  (among: 5, score: 0.25) ||| Set SNI hostname if we can for TLS connections  (among: 5, score: 1.0) ||| Improved SSL handling, enabling TLS 1.1/1.2 (where Android supports it) and supporting SNI hostname verification. Self-signed certificates that are not matched write the correct SHA-1 server hash to use to the Transdroid log. Enabled true SSL certificate checking for the supported seedboxes (Xirvik, SeedStuff). Fixed #127 and fixes #171.  (among: 5, score: 0.08333333333333333) |||  (among: 5, score: 1.0e-08) ||| "
<=,16,android.support.v4.app.Fragment.<init>()V&android.content.pm.PackageManager.getApplicationInfo(Ljava/lang/String;I)Landroid/content/pm/ApplicationInfo;&android.os.BaseBundle.get(Ljava/lang/String;)Ljava/lang/Object;&android.app.FragmentManager.beginTransaction()Landroid/app/FragmentTransaction;&android.support.v4.util.SimpleArrayMap.containsKey(Ljava/lang/Object;)Z&android.support.v4.app.FragmentActivity.getSupportFragmentManager()Landroid/support/v4/app/FragmentManager;&android.os.Handler.<init>(Landroid/os/Looper;Landroid/os/Handler$Callback;)V&android.app.FragmentManager.findFragmentByTag(Ljava/lang/String;)Landroid/app/Fragment;&android.support.v4.util.ArrayMap.<init>()V&android.os.StrictMode.allowThreadDiskReads()Landroid/os/StrictMode$ThreadPolicy;&android.content.Context.getApplicationContext()Landroid/content/Context;&android.app.Fragment.getActivity()Landroid/app/Activity;&android.support.v4.app.FragmentManager.findFragmentByTag(Ljava/lang/String;)Landroid/support/v4/app/Fragment;&android.app.ActivityManager.getMemoryClass()I&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;&android.content.ContextWrapper.getApplicationContext()Landroid/content/Context;&android.text.format.Formatter.formatFileSize(Landroid/content/Context;J)Ljava/lang/String;&android.support.v4.util.Pools$SynchronizedPool.<init>(I)V&android.support.v4.app.FragmentTransaction.commitAllowingStateLoss()I&android.os.Looper.getMainLooper()Landroid/os/Looper;&android.content.Context.getContentResolver()Landroid/content/ContentResolver;&android.os.StrictMode.setThreadPolicy(Landroid/os/StrictMode$ThreadPolicy;)V&android.os.Bundle.<init>()V&android.os.Looper.myLooper()Landroid/os/Looper;&android.content.res.Resources.getDisplayMetrics()Landroid/util/DisplayMetrics;&android.content.Context.getPackageName()Ljava/lang/String;&android.app.FragmentTransaction.commitAllowingStateLoss()I&android.app.ActivityManager.isLowRamDevice()Z&android.app.Activity.isDestroyed()Z&android.support.v4.app.FragmentTransaction.add(Landroid/support/v4/app/Fragment;Ljava/lang/String;)Landroid/support/v4/app/FragmentTransaction;&android.support.v4.util.SimpleArrayMap.get(Ljava/lang/Object;)Ljava/lang/Object;&android.app.Fragment.<init>()V&android.content.ContextWrapper.getBaseContext()Landroid/content/Context;&android.os.BaseBundle.keySet()Ljava/util/Set;&android.content.ContextWrapper.<init>(Landroid/content/Context;)V&android.os.Handler.<init>(Landroid/os/Looper;)V&android.graphics.Bitmap$Config.values()[Landroid/graphics/Bitmap$Config;&android.support.v4.util.Pools$SimplePool.<init>(I)V&android.content.Context.getResources()Landroid/content/res/Resources;&android.os.Message.sendToTarget()V&android.app.Activity.getFragmentManager()Landroid/app/FragmentManager;&android.support.v4.app.Fragment.getActivity()Landroid/support/v4/app/FragmentActivity;&android.content.Context.getAssets()Landroid/content/res/AssetManager;&android.app.FragmentTransaction.add(Landroid/app/Fragment;Ljava/lang/String;)Landroid/app/FragmentTransaction;&android.support.v4.app.FragmentManager.beginTransaction()Landroid/support/v4/app/FragmentTransaction;&android.os.Handler.obtainMessage(ILjava/lang/Object;)Landroid/os/Message;,android.os.StrictMode.setThreadPolicy(Landroid/os/StrictMode$ThreadPolicy;)V&android.os.Bundle.<init>()V&android.content.pm.PackageManager.getApplicationInfo(Ljava/lang/String;I)Landroid/content/pm/ApplicationInfo;&android.os.BaseBundle.get(Ljava/lang/String;)Ljava/lang/Object;&android.content.res.Resources.getDisplayMetrics()Landroid/util/DisplayMetrics;&android.app.FragmentManager.beginTransaction()Landroid/app/FragmentTransaction;&android.content.Context.getPackageName()Ljava/lang/String;&android.app.FragmentTransaction.commitAllowingStateLoss()I&android.support.v4.util.SimpleArrayMap.containsKey(Ljava/lang/Object;)Z&android.app.FragmentManager.findFragmentByTag(Ljava/lang/String;)Landroid/app/Fragment;&android.os.Handler.<init>(Landroid/os/Looper;Landroid/os/Handler$Callback;)V&android.support.v4.util.ArrayMap.<init>()V&android.app.ActivityManager.isLowRamDevice()Z&android.os.StrictMode.allowThreadDiskReads()Landroid/os/StrictMode$ThreadPolicy;&android.support.v4.util.SimpleArrayMap.get(Ljava/lang/Object;)Ljava/lang/Object;&android.content.Context.getApplicationContext()Landroid/content/Context;&android.app.Fragment.getActivity()Landroid/app/Activity;&android.app.Fragment.<init>()V&android.os.BaseBundle.keySet()Ljava/util/Set;&android.content.ContextWrapper.<init>(Landroid/content/Context;)V&android.os.Handler.<init>(Landroid/os/Looper;)V&android.app.ActivityManager.getMemoryClass()I&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;&android.graphics.Bitmap$Config.values()[Landroid/graphics/Bitmap$Config;&android.support.v4.util.Pools$SimplePool.<init>(I)V&android.content.Context.getResources()Landroid/content/res/Resources;&android.text.format.Formatter.formatFileSize(Landroid/content/Context;J)Ljava/lang/String;&android.support.v4.util.Pools$SynchronizedPool.<init>(I)V&android.os.Looper.getMainLooper()Landroid/os/Looper;&android.os.Message.sendToTarget()V&android.content.Context.getContentResolver()Landroid/content/ContentResolver;&android.app.Activity.getFragmentManager()Landroid/app/FragmentManager;&android.content.Context.getAssets()Landroid/content/res/AssetManager;&android.app.FragmentTransaction.add(Landroid/app/Fragment;Ljava/lang/String;)Landroid/app/FragmentTransaction;&android.app.Fragment.getChildFragmentManager()Landroid/app/FragmentManager;&android.os.Handler.obtainMessage(ILjava/lang/Object;)Landroid/os/Message;,1, ||| 
<=,16,"",android.content.res.Configuration.getLayoutDirection()I&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;&android.content.Context.getResources()Landroid/content/res/Resources;,9,"Find out LTR/RTL in a compatible way; however, RTL would require some polishing.  (among: 2, score: 1.0) |||  (among: 2, score: 1.0e-08) ||| "
<=,16,android.view.View.getPaddingTop()I&android.view.ViewGroup.getChildAt(I)Landroid/view/View;&android.content.res.Configuration.getLayoutDirection()I&android.view.View.getPaddingLeft()I&android.view.ViewGroup.addView(Landroid/view/View;)V&android.view.ViewGroup.removeView(Landroid/view/View;)V&android.view.View.getPaddingRight()I&android.view.View.getPaddingBottom()I&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;&android.content.Context.getResources()Landroid/content/res/Resources;&android.widget.TextView.setPadding(IIII)V,android.view.View.getPaddingTop()I&android.view.ViewGroup.getChildAt(I)Landroid/view/View;&android.content.res.Configuration.getLayoutDirection()I&android.view.ViewGroup.addView(Landroid/view/View;)V&android.view.ViewGroup.removeView(Landroid/view/View;)V&android.view.View.getPaddingRight()I&android.view.View.getPaddingBottom()I&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;&android.content.Context.getResources()Landroid/content/res/Resources;&android.widget.TextView.setPadding(IIII)V,3, ||| 
<=,16,"",android.view.View.getPaddingTop()I&android.view.ViewGroup.getChildAt(I)Landroid/view/View;&android.view.ViewGroup.addView(Landroid/view/View;)V&android.view.ViewGroup.removeView(Landroid/view/View;)V&android.view.View.getPaddingRight()I&android.view.View.getPaddingBottom()I&android.widget.TextView.setPadding(IIII)V,3, ||| 
<=,16,"",android.view.View.setTextAlignment(I)V,4, ||| 
<=,16,"",android.content.res.Configuration.getLayoutDirection()I&android.view.View.getResources()Landroid/content/res/Resources;&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;,3, ||| 
<=,16,"",android.graphics.Paint.setStrikeThruText(Z)V&android.graphics.Paint.setUnderlineText(Z)V,1, ||| 
<=,16,android.view.Display.getSize(Landroid/graphics/Point;)V,android.view.Display.getRealSize(Landroid/graphics/Point;)V,2, ||| 
<=,16,"",android.view.View.getPaddingTop()I&android.view.ViewGroup.getChildAt(I)Landroid/view/View;&android.content.res.Configuration.getLayoutDirection()I&android.view.ViewGroup.addView(Landroid/view/View;)V&android.view.ViewGroup.removeView(Landroid/view/View;)V&android.view.View.getPaddingRight()I&android.view.View.getPaddingBottom()I&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;&android.content.Context.getResources()Landroid/content/res/Resources;&android.widget.TextView.setPadding(IIII)V,2, ||| 
<=,16,android.view.View.getPaddingTop()I&android.view.ViewGroup.getChildAt(I)Landroid/view/View;&android.content.res.Configuration.getLayoutDirection()I&android.view.View.getPaddingLeft()I&android.view.ViewGroup.addView(Landroid/view/View;)V&android.view.ViewGroup.removeView(Landroid/view/View;)V&android.view.View.getPaddingRight()I&android.view.View.getPaddingBottom()I&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;&android.content.Context.getResources()Landroid/content/res/Resources;&android.widget.TextView.setPadding(IIII)V,android.view.View.getPaddingTop()I&android.view.ViewGroup.getChildAt(I)Landroid/view/View;&android.view.ViewGroup.addView(Landroid/view/View;)V&android.view.ViewGroup.removeView(Landroid/view/View;)V&android.view.View.getPaddingRight()I&android.view.View.getPaddingBottom()I&android.widget.TextView.setPadding(IIII)V,2, ||| 
<=,16,"",android.util.SparseArray.put(ILjava/lang/Object;)V&android.util.SparseArray.size()I&android.util.SparseArray.get(I)Ljava/lang/Object;&android.view.Display.getFlags()I&android.view.Display.getDisplayId()I&android.util.SparseArray.keyAt(I)I,1, ||| 
<=,16,"",android.view.Display.isValid()Z&android.view.Display.getDisplayId()I,1, ||| 
<=,16,"",android.view.Display.getName()Ljava/lang/String;&android.view.Display.getDisplayId()I,1, ||| 
<=,16,"",android.view.Display.getRealMetrics(Landroid/util/DisplayMetrics;)V&android.util.DisplayMetrics.<init>()V&android.view.Display.getDisplayId()I,1, ||| 
<=,16,"",android.graphics.Point.<init>()V&android.view.Display.getRealSize(Landroid/graphics/Point;)V&android.view.Display.getDisplayId()I,1, ||| 
<=,16,"",android.content.Context.getContentResolver()Landroid/content/ContentResolver;&android.provider.Settings$Global.getString(Landroid/content/ContentResolver;Ljava/lang/String;)Ljava/lang/String;,1, ||| 
<=,16,"",android.util.SparseArray.put(ILjava/lang/Object;)V&android.util.SparseArray.size()I&android.util.SparseArray.get(I)Ljava/lang/Object;&org.json.JSONObject.put(Ljava/lang/String;Ljava/lang/Object;)Lorg/json/JSONObject;&android.view.Display.getFlags()I&android.util.SparseArray.keyAt(I)I,1, ||| 
<=,16,"",android.view.Display.isValid()Z&org.json.JSONObject.put(Ljava/lang/String;Z)Lorg/json/JSONObject;,1, ||| 
<=,16,"",android.view.Display.getName()Ljava/lang/String;&org.json.JSONObject.put(Ljava/lang/String;Ljava/lang/Object;)Lorg/json/JSONObject;,1, ||| 
<=,16,"",org.json.JSONObject.put(Ljava/lang/String;I)Lorg/json/JSONObject;&android.view.Display.getRealMetrics(Landroid/util/DisplayMetrics;)V&org.json.JSONObject.put(Ljava/lang/String;Ljava/lang/Object;)Lorg/json/JSONObject;&android.util.DisplayMetrics.<init>()V&org.json.JSONObject.<init>()V&org.json.JSONObject.put(Ljava/lang/String;D)Lorg/json/JSONObject;,1, ||| 
<=,16,"",android.graphics.Point.<init>()V&org.json.JSONObject.put(Ljava/lang/String;Ljava/lang/Object;)Lorg/json/JSONObject;&android.view.Display.getRealSize(Landroid/graphics/Point;)V&org.json.JSONArray.<init>(Ljava/util/Collection;)V,1, ||| 
<=,16,"",android.content.Context.getContentResolver()Landroid/content/ContentResolver;&android.provider.Settings$Global.getString(Landroid/content/ContentResolver;Ljava/lang/String;)Ljava/lang/String;&org.json.JSONObject.put(Ljava/lang/String;Ljava/lang/Object;)Lorg/json/JSONObject;&org.json.JSONObject.<init>()V,1, ||| 
<=,16,android.content.Context.getContentResolver()Landroid/content/ContentResolver;&android.provider.Settings$System.getInt(Landroid/content/ContentResolver;Ljava/lang/String;I)I,android.provider.Settings$Global.getInt(Landroid/content/ContentResolver;Ljava/lang/String;I)I&android.content.Context.getContentResolver()Landroid/content/ContentResolver;,2,"add AirplaneModeOperationPlugin close #38  (among: 2, score: 0.125) |||  (among: 2, score: 1.0e-08) ||| "
<=,16,android.content.Context.getContentResolver()Landroid/content/ContentResolver;&android.provider.Settings$Secure.getInt(Landroid/content/ContentResolver;Ljava/lang/String;I)I,android.provider.Settings$Global.getInt(Landroid/content/ContentResolver;Ljava/lang/String;I)I&android.content.Context.getContentResolver()Landroid/content/ContentResolver;,2, ||| 
<=,16,android.telephony.TelephonyManager.isNetworkRoaming()Z,"",1, ||| 
